area_sqft,num_bedrooms,num_bathrooms,location_rating,year_built,property_type,condition,school_rating,crime_rate,proximity_to_city_km,parking_spaces,garden_size_sqft,renovation_status,price_usd
1938.9726823180902,5.0,3.9,7.405962289993593,2016.0,Detached,New,7.580849855050266,High,36.6030398086597,3.0,1946.420581027794,Full,113397.7128981122
3610.4418502941935,4.0,3.4,9.213013316043993,1989.0,Semi-Detached,Good,5.478245859155653,Low,17.2339172951264,0.0,1707.7987837842024,Full,1542299.8734438026
4375.368378398026,4.0,3.3,6.99746014234293,1951.0,Semi-Detached,New,2.706378219170309,Medium,26.341398086366407,2.0,4913.894479712858,Minor,1695526.5176030349
1194.7437137158413,5.0,2.6,8.46214508932308,1986.0,Detached,Excellent,1.9972127858467226,Medium,34.520704805436644,2.0,372.9090641823596,Major,1984823.3757248577
1030.814361105317,2.0,2.4,5.691505682897577,1961.0,Apartment,Good,9.315949701979791,High,9.515979407093017,3.0,127.94523268322754,Full,
4814.983534603368,4.0,6.0,5.546246475731182,1967.0,Semi-Detached,Excellent,2.897167131133963,Medium,8.713674449944214,3.0,283.46083480019547,Major,1413365.6398625013
,7.0,3.0,9.869254099517622,2022.0,Detached,Fair,3.2074952521535613,Medium,4.34827565690617,0.0,4570.955064922811,Minor,759262.4727531493
3875.1936700269925,6.0,3.5,9.950905672207968,1980.0,Semi-Detached,Excellent,7.4958639779876695,Low,,3.0,1163.9183471125841,Major,640458.0777691051
766.3021840480824,4.0,3.0,6.478573484332056,1998.0,Townhouse,Fair,7.8028026517603974,Low,29.464484164188104,1.0,218.47744906908108,Minor,322160.28270875226
3336.101132163453,3.0,4.6,4.337904501750394,1997.0,Semi-Detached,Poor,4.673692066305554,Low,5.407776116005081,,,Full,645080.2571600343
1077.8051940959385,2.0,1.9,4.351901711145677,2010.0,Detached,New,1.6754442593530419,High,7.486401658539488,2.0,3202.156051738397,Minor,679890.875539448
4304.320745537304,2.0,1.3,7.046802757464663,1979.0,Detached,Poor,5.3601089329940255,Medium,39.35211684279665,3.0,3958.733456901885,Major,1456073.3577239006
1864.2598894722812,2.0,5.9,3.0193406627775805,2000.0,Detached,New,8.314511097302233,Low,21.847349274968984,1.0,2618.602260521955,Major,1480143.441705654
2637.90384478152,3.0,3.7,9.822045983130938,,,Fair,8.937720398029128,Low,4.457488530427001,1.0,885.7362260936363,Major,1089977.511742088
1340.8110560655268,4.0,3.8,7.416927424760865,1964.0,Apartment,Good,6.851948839530345,High,15.951215425228732,,1453.0182328932144,Minor,1567158.847295365
3762.9671475260793,6.0,3.3,2.450157260573674,2020.0,Semi-Detached,New,7.161184917059228,Low,23.127715035875358,2.0,305.9812140672813,None,750085.0420199796
2759.893536333062,7.0,,4.277486587661,1991.0,Townhouse,Excellent,1.2140670899723027,Medium,11.825512588730858,0.0,3519.2543266096436,Full,994411.1834258871
3676.2726669274425,3.0,4.4,3.013248343132304,2003.0,Semi-Detached,Fair,2.9181897739776868,,33.87603884290252,2.0,3238.346004516097,Major,191815.8876262368
1938.7253207874726,5.0,3.8,1.7746366546274999,2014.0,Semi-Detached,Excellent,7.723151742808189,High,40.34896228650696,2.0,3403.085227276621,Minor,1119532.4525535363
2195.7324423431064,7.0,1.7,6.803513529041031,1965.0,Semi-Detached,,5.774533721078506,Medium,38.73888452512546,0.0,4888.2092845679235,Major,836531.9903361056
4534.2736975387725,1.0,3.6,1.9396741322222093,1991.0,Townhouse,Fair,6.282730480559062,Low,,0.0,301.02974816331675,Minor,226380.56039789898
1644.1503350939051,,2.2,4.565501253875005,2014.0,Apartment,Excellent,8.293488247745563,Medium,22.799915758249945,,325.38647617625315,,276456.0155598504
4563.597506325921,5.0,4.2,7.025636055847856,1993.0,Semi-Detached,Fair,7.025294303033558,,46.33267945028799,2.0,3691.941876604912,Minor,1349133.0034013109
840.9303531071419,6.0,4.3,2.4511484914625665,1950.0,Semi-Detached,Fair,4.77908700330698,Medium,5.725150262024542,3.0,4863.80873738851,Full,1512484.3818500312
1215.0094133513971,4.0,2.5,8.957329777354818,1999.0,Townhouse,New,9.766159240086012,High,25.54463076357361,1.0,,Major,286916.3528420534
3484.181393138343,7.0,1.5,2.6643889624410395,2010.0,Semi-Detached,New,3.175853974916075,Medium,16.054406356311397,2.0,,Full,1572263.4396597818
4973.801576537765,4.0,5.0,6.495648828498875,1984.0,Semi-Detached,Poor,4.059362417132956,High,22.268387918911504,1.0,3046.9394489610586,Full,1740766.0871773325
4702.157391215426,1.0,4.2,9.314105804068513,1967.0,Apartment,Good,7.008445354759629,Low,31.995122812634463,0.0,4661.977891211111,Full,1175649.9863940573
2787.8577231864974,4.0,4.0,1.8583210059963757,2004.0,Semi-Detached,New,3.08830935804714,Medium,28.89745929033456,2.0,998.1048268264698,None,1028584.5225162039
2875.203065674946,7.0,4.0,1.9446078805775149,1997.0,Detached,Good,4.4245503120871295,High,35.67581704246274,0.0,1810.5277399055892,,974120.1722544108
3080.436105834499,2.0,4.6,2.1312576423313976,1993.0,Townhouse,Good,7.221981993865891,,0.9161246208754692,3.0,3063.757124352528,None,663648.9659970623
4065.20614522112,5.0,2.1,4.217759791855947,1960.0,Detached,Fair,4.042723462576097,Low,24.01769807096896,,993.0966690673232,Full,1804548.298279103
2978.665285875969,1.0,3.0,7.044310296736767,1966.0,Townhouse,,1.515047622493832,Low,34.58051250521594,1.0,4170.733113115079,None,1750624.0597727166
,1.0,2.1,5.84766319774423,1988.0,Semi-Detached,Good,6.039916134201885,Medium,39.72308339637041,1.0,3989.6196602227037,Full,1071929.9225644332
4272.231263730617,4.0,1.4,3.683673312406152,1986.0,Townhouse,Poor,7.931120170342577,High,,3.0,,None,560625.5869498892
4483.965872189858,1.0,5.5,6.562561961859629,1990.0,Semi-Detached,Excellent,7.685665528592416,High,15.850997071932959,3.0,3100.525476890091,Minor,1829490.851796401
4630.968774957179,1.0,1.2,5.018467124639315,2004.0,Apartment,Good,6.5898086075259155,High,29.256179735096932,3.0,1096.0093401526606,Minor,1489600.5394860709
2392.7790289734985,2.0,1.2,4.173803501773895,2011.0,Detached,Excellent,,Low,19.266261182601657,1.0,4349.996600315483,Full,1663379.2661854774
1495.725857936755,5.0,2.6,4.442042523274871,1982.0,Semi-Detached,Poor,2.793937267829632,Medium,19.50856175164562,0.0,2887.8484306743785,Minor,1672660.210012767
1037.315499673374,1.0,2.6,4.234128293596332,,Apartment,Excellent,7.605608110230037,High,8.086417819501268,3.0,1059.5209698495678,Minor,458904.4501330753
2860.828974949173,1.0,1.2,5.605769521407344,1987.0,Semi-Detached,Poor,1.4493592929838277,Medium,10.955474862873377,0.0,3684.605675836731,Minor,202700.97224491386
1748.510978663635,1.0,4.8,4.422193839110488,1965.0,Detached,New,7.660477571535494,High,14.045867024827007,1.0,158.37027336392197,Minor,1059942.0400588685
2422.7926575193505,,1.6,3.8755445045014922,1983.0,Townhouse,New,1.4563605808166509,Medium,,0.0,1090.1346693351015,Major,985556.1066517294
945.5054084656838,3.0,1.4,3.8892170404455895,1985.0,Detached,Good,7.943325287712512,High,20.765430817695012,1.0,1134.2068951125616,None,710655.7216516744
1396.5405983710923,6.0,1.4,2.9709521194967543,1964.0,Apartment,Fair,8.964377528700753,Low,10.516814997690698,1.0,1458.3156894160459,Full,1474405.3057659587
2472.867926742984,2.0,4.2,2.8882027714947576,2005.0,Townhouse,New,8.461366077956013,High,,2.0,171.87145539505954,None,1252780.3121040913
1303.5718507640395,6.0,1.8,3.57457386283508,2006.0,Townhouse,New,4.1369117294944475,Low,28.071516115952445,3.0,4212.879096854546,None,831959.90410633
1513.407723536527,5.0,,9.750311890664394,2022.0,Semi-Detached,,9.776192660698412,Medium,10.275241485241315,0.0,,Minor,1027564.2773356737
589.6810341212476,3.0,2.0,2.837561623824358,1960.0,Detached,New,5.6657146233398805,High,29.493526335437924,1.0,4145.989953475522,Minor,1124766.1235053628
828.7652354153952,1.0,5.2,5.001253109272109,2017.0,Apartment,Poor,4.413135784952383,Low,27.261900822672846,0.0,901.3418886832841,,1887450.8767859542
,4.0,1.9,9.176817635326243,1981.0,Townhouse,Good,6.240823663332423,Medium,16.829309031805384,,4204.892770465956,None,1083834.6820590757
3454.603568735989,1.0,3.1,1.1035283200042154,2016.0,Detached,Poor,3.744398612625882,Low,11.716943649085486,3.0,145.46143312369531,Minor,1343559.6058339437
1174.99259748461,2.0,3.8,6.443759155169519,1955.0,Detached,New,2.6047650362513264,Medium,21.83430621894341,3.0,3922.4041101317634,None,
4462.680224588985,1.0,5.4,8.831713324665646,1968.0,Detached,Poor,2.4700760683458314,High,16.78356522479592,1.0,2663.9970813919895,Full,1461853.1367955932
4034.2544660716608,6.0,,2.5079552794207034,1966.0,Detached,Fair,2.5251281380957047,Low,16.683075797531117,1.0,1081.4788474655845,Major,1134352.2013801183
4177.842357760315,7.0,4.1,8.314460683534154,1997.0,Semi-Detached,Fair,3.0546411128117557,,47.10395934003793,1.0,2032.4474276461196,Full,
2084.5630631264635,7.0,1.2,6.814956720185052,2013.0,Semi-Detached,New,8.978104891411757,High,29.526123556666672,1.0,485.43807275922944,Full,313246.33511780173
759.6871099691859,4.0,4.9,8.391546521309063,1954.0,Apartment,Good,4.642404204553944,High,33.01565188910476,0.0,686.245045105312,Minor,1593403.0612340006
844.1059706691257,7.0,3.6,1.6382977857276364,1985.0,Apartment,Excellent,1.0008811062562692,Medium,9.683147028592016,2.0,1835.4344628964225,None,1595658.3512031855
3603.766215387016,7.0,5.7,1.6387496560124846,2006.0,Apartment,Good,3.7349270084965664,Medium,20.01310586071034,2.0,2062.126688330236,Minor,1946676.473182576
4654.168084422942,,,,1992.0,Semi-Detached,Fair,9.964928337510246,High,12.921467362620476,3.0,3880.049669988263,Minor,1071610.5437625526
1288.777753909068,2.0,3.0,9.810714411154105,2022.0,Townhouse,Fair,7.625774984079038,High,46.3002968101346,0.0,,Major,1433577.0368801313
4389.209237024398,3.0,3.1,8.914545818127262,1951.0,Detached,Good,5.534560310819158,High,22.934790408253374,1.0,1200.5681977695222,Minor,1958041.880921872
3438.4455194343664,4.0,1.0,6.151275844389537,1994.0,Semi-Detached,New,2.1462190099519876,Low,45.74344264713968,2.0,919.4028918726104,None,1263236.218695403
3545.1061566327926,5.0,5.2,5.755984882191436,2019.0,Semi-Detached,Poor,5.100178699003741,Low,25.11547540365281,2.0,841.5541134795978,Minor,1666662.4772950304
3639.3588978926136,3.0,5.0,3.2958465741190706,1983.0,Semi-Detached,Fair,6.756992651894246,Medium,48.749157277568514,3.0,2953.6258050838887,,880376.4350367126
780.0324808938159,6.0,3.8,2.9071389107942154,1971.0,Apartment,Fair,9.268901699425278,Medium,34.4883413938657,1.0,2902.6701959580437,Full,454179.1068828995
3217.248604007612,7.0,2.9,3.1105394829146,1957.0,Apartment,Excellent,5.427854144278633,Low,29.07035343772742,3.0,524.6465130565331,Full,1701690.9286903602
,3.0,5.0,7.570558543429367,1969.0,Apartment,Poor,5.932886018485053,Medium,32.504331922942285,3.0,1702.011999537313,Major,917749.7842811185
4264.635017574444,1.0,4.1,6.706207470830179,2007.0,Townhouse,Good,6.1093513025312465,Medium,5.014533857870052,2.0,4371.91799904814,Full,1513354.6167713867
2426.5908793908034,2.0,1.9,5.515977391406981,1987.0,Detached,Fair,9.557103681041921,,31.28148110636304,0.0,4711.404470488517,None,1099267.0007614968
2792.838366524767,7.0,2.2,8.502032240198368,1958.0,Detached,Poor,4.049913609023269,Medium,15.129365838435454,0.0,4859.622245517923,Full,
3112.130965433982,2.0,4.0,1.533672527175311,1968.0,Semi-Detached,Good,8.744940549810032,Low,38.74749463707163,0.0,3468.1077848952173,Major,197883.55040519076
3140.3039183487313,5.0,4.4,1.3260244370454535,1981.0,Detached,Poor,4.882123031954073,High,20.10052314712278,1.0,188.60000689629896,Full,1561111.5696774172
2299.822896857635,6.0,1.6,8.386356220954482,2011.0,Townhouse,Excellent,7.667582436001592,Medium,43.60530077395912,3.0,2425.871414848063,Full,710385.3949310749
1248.0341334942314,5.0,5.2,,1985.0,Semi-Detached,Fair,5.348009471499255,High,18.202626316110532,0.0,1215.959257206427,,842764.675460405
1631.2161418559006,7.0,3.5,6.989871214392105,1970.0,,Fair,5.988527448926156,Medium,14.19108677419238,3.0,4439.835986777682,Major,764138.0019594227
2355.835421917971,3.0,2.0,4.63797487551138,2015.0,Apartment,Excellent,3.9623215717594107,High,25.253764029198255,1.0,211.69810535510146,None,1418896.788119843
3288.8202269670232,5.0,3.8,4.9470473997523765,2020.0,,Excellent,4.731828343209,Low,22.917307868863013,0.0,564.747625082458,,1455150.8071373205
2545.2771004442507,2.0,5.4,1.2026542963947486,1991.0,Apartment,New,5.728098378679912,Medium,2.828550347422476,2.0,1431.1533866654424,Major,1649129.8525837325
4062.365878946582,2.0,1.3,5.773811831838291,2006.0,Semi-Detached,Good,,Low,38.419666946799985,0.0,3504.290826187506,Minor,1385578.3241720283
3087.7594878208292,3.0,2.1,1.3189820449514964,1962.0,Apartment,Fair,4.33275149691037,Medium,19.54558684117775,,4680.986257515599,Full,
2042.0429640129064,3.0,3.8,4.162749196723343,1985.0,Apartment,Poor,8.507628534935817,High,22.945999436295576,3.0,1940.872968387114,None,558533.9990846057
2737.107849673003,4.0,1.0,2.2303337258687304,1958.0,Detached,Excellent,7.471572396673109,Low,35.53763047065227,0.0,1708.2173316924138,Full,1040602.485043004
2117.007728563198,6.0,1.9,2.9605065862369306,1990.0,Townhouse,New,5.063785441351007,Medium,2.414940097675311,3.0,3913.5245435138595,,1941085.513680438
636.498342873949,7.0,2.2,9.167492195393631,2021.0,Detached,Excellent,7.614316747867645,Low,12.58147708737593,0.0,4491.042383625648,None,573774.152413685
1764.8107905299862,2.0,5.4,9.724057038966247,1975.0,Townhouse,Excellent,1.0600826045814133,Low,11.015212118182205,0.0,437.9679736762804,Full,
2528.968017670499,7.0,3.6,1.2976845081678168,1987.0,Semi-Detached,Fair,6.341980414408454,Low,26.348783917048085,3.0,4930.570188274129,Full,696705.2893691767
1648.7941480542936,5.0,4.2,9.226120622334529,2003.0,Semi-Detached,Good,5.728785295935605,High,42.765622861241695,1.0,2548.713421052586,Full,967284.0888466768
3738.027924838387,6.0,1.0,8.660749069127126,1963.0,Detached,Fair,5.630670066042646,High,23.865863671531557,1.0,4971.234345588966,None,1122109.480038451
4379.52178196185,4.0,2.9,5.64590756064384,1966.0,Apartment,Poor,6.431820039856698,Medium,15.35628201662902,2.0,63.59735299364788,None,1619109.1825658698
1836.271976673057,1.0,3.2,5.353194140981968,2011.0,Semi-Detached,Excellent,8.221967215718749,Low,5.109862627364958,1.0,4454.897131233294,None,1277612.6113074764
608.9799620125084,6.0,5.2,4.482933068077296,2021.0,Townhouse,Poor,1.4146390770617256,,0.1346409745022037,0.0,493.5317974582204,Minor,101917.62011774977
4439.9055783519025,5.0,2.0,6.880732180391959,2011.0,Townhouse,Poor,2.33949841264136,Medium,14.138415768286622,3.0,3888.9863615343356,Major,739403.0030826553
3098.26340383833,1.0,1.3,2.642248188185404,2012.0,Apartment,Excellent,1.0864148680863854,High,,3.0,1.4488326173367483,Full,757142.6748877333
526.1760173878481,7.0,5.1,1.6680555470535225,1959.0,Semi-Detached,Good,3.139969981850551,Medium,,3.0,681.7337261687906,Full,1031484.8448641323
2749.6037021772054,4.0,2.1,9.81830063782815,1964.0,Apartment,Poor,9.798886017851325,Medium,22.958506973421112,1.0,804.7745608858592,Full,1823329.7929139158
935.391135970938,2.0,4.5,8.390825889637329,,Semi-Detached,Poor,4.361057775882857,Low,21.98724474964698,0.0,3035.87640619334,Minor,
,,1.5,4.420538260169633,1972.0,Townhouse,Poor,6.191170052328515,Low,,0.0,,Full,973702.0177031447
2902.2344406658863,2.0,4.4,1.5905595502411507,1983.0,Townhouse,Excellent,9.910928838760997,Medium,33.54334521024233,3.0,450.17453435511277,None,1478748.1907765039
4609.351979605233,1.0,3.1,9.61529657865801,1972.0,Townhouse,Good,6.645478354090848,Low,18.595374238847885,0.0,2029.46107329042,,772081.7788950951
2277.7433133508466,2.0,5.6,1.4625035569231892,1971.0,Apartment,Excellent,2.5397980734646124,High,40.997728614184695,2.0,3508.8680416922853,Major,646247.3686495452
4656.379559159108,3.0,2.0,1.0236844758491985,1991.0,Detached,Excellent,8.245447682894149,Medium,40.04909012492367,1.0,4547.733243509339,Full,979001.8004073073
4264.111599836771,7.0,1.3,3.5978838827073534,1978.0,Detached,Good,5.96747182750943,Low,11.57417338164069,0.0,947.734356003122,None,1708030.7270067048
3886.0174697101966,6.0,3.7,7.7073000696317395,1998.0,Detached,Poor,9.958226537950551,,5.64101942645841,3.0,2123.735767924682,Major,
,4.0,5.6,8.606517445827064,1966.0,Townhouse,New,7.79560347749122,High,45.24321858166813,1.0,1140.1153064808466,Minor,997515.4311985206
2364.3387081008573,5.0,2.0,6.264137822638973,1977.0,Semi-Detached,Good,9.953332819136998,Low,8.5669691890277,3.0,184.48337120416213,Minor,399589.3998808553
2275.96334195946,4.0,5.2,5.141547625233706,1989.0,Apartment,Good,9.017038456874198,Low,32.423554582636484,0.0,,None,1511187.2652063393
,7.0,2.7,1.134287992176491,1972.0,Townhouse,Fair,2.639276934193277,Medium,,0.0,,Full,788190.1169746921
,6.0,1.5,4.132072908371473,1993.0,Detached,New,7.732623732060165,High,0.25724050332874837,3.0,4107.9692091424595,Minor,1535121.9792746264
4090.637804980905,1.0,3.9,1.7545340109965268,1950.0,Detached,New,5.482900556371563,,13.317020794500051,1.0,4452.52697490741,None,1943954.7108716806
3848.2585774693366,7.0,3.6,2.97418565209056,1991.0,Semi-Detached,New,2.1679418858476236,Medium,14.416532565893881,0.0,1766.9245343479938,Major,272622.7796324834
3122.7762279312315,7.0,5.2,1.6168713223354396,2015.0,Apartment,Excellent,6.110445600360625,High,34.502065914035576,,3541.43787639285,Minor,1738192.3484545774
2107.5427790061012,1.0,1.5,9.070353054778792,1966.0,Townhouse,Fair,1.8431724010646833,High,32.27178850299065,1.0,2889.507410544928,Major,417316.68067866896
3626.6103461822595,2.0,4.2,7.371494860010734,1962.0,,Poor,7.858112348110867,Low,27.653779695208925,3.0,3850.258590188032,Full,1750926.4102442747
2879.9948242947676,1.0,4.1,5.088784602502244,1956.0,Townhouse,New,4.25118425082135,Medium,45.642527781436335,2.0,731.5943943191122,Full,1481797.144228565
4278.850542449136,5.0,6.0,,1975.0,Apartment,Poor,8.280417283175742,High,49.35074675257626,0.0,4064.94797477366,,
1730.1661227083898,4.0,2.6,2.876703948654057,2007.0,Semi-Detached,New,7.1404968819944745,High,3.3959495891634495,0.0,3013.576438821613,None,966581.2497896559
959.399026043008,5.0,1.2,9.582425848414296,2020.0,Semi-Detached,Poor,8.905279799098047,High,43.57951912151894,3.0,3837.306871612307,Minor,652911.5015373682
514.466190575541,4.0,3.1,1.667914605249516,2022.0,Semi-Detached,Excellent,2.672879367323647,Low,10.666069223579044,3.0,2099.989840601701,Minor,1428403.6075116051
3843.6308230799755,6.0,3.3,8.197411797088883,2011.0,,New,6.805914775800551,Low,7.707357106179019,3.0,41.19864738046264,None,1804070.29611359
3196.9653983850003,6.0,2.8,,1990.0,Townhouse,New,8.774885992701607,High,39.05103944705138,2.0,4589.831271192648,Major,1207384.2725463775
769.6088064156104,2.0,4.2,2.1877707412979546,1993.0,Semi-Detached,Fair,3.050356508623647,High,31.652078365989162,0.0,3642.365420655898,Minor,658342.99332534
4279.661262456811,1.0,2.3,6.954405945387741,1957.0,,Poor,8.048931946475967,High,2.990331056038081,1.0,3453.7758941036395,Full,1462652.7478020552
2647.33059306666,4.0,1.9,6.718501052467131,2012.0,Semi-Detached,New,3.563635936602015,Medium,10.764606375886537,1.0,2366.3640869717283,None,582187.1222462965
2575.9206869024492,3.0,3.3,9.40771757338244,1956.0,Apartment,New,8.33957214263717,Low,35.599763772211645,2.0,219.29650048689243,,604946.9310245271
,3.0,4.6,3.4849837983208873,2019.0,Townhouse,Excellent,5.639703534746788,Low,0.5349596806641099,1.0,689.0833365472294,Major,1311978.0247859943
3355.9754466587165,6.0,5.5,7.895295105047487,1959.0,Townhouse,Poor,6.99536889818722,High,14.24937328601828,0.0,2192.7895722811477,Minor,280218.9432489495
1574.2660325634117,3.0,4.3,9.293939252473518,1976.0,Semi-Detached,New,4.326696876360775,Medium,22.56353187839698,1.0,3966.8686999503243,None,
3401.1995390963225,3.0,2.9,5.106549983579152,1952.0,Semi-Detached,,8.432813425611371,Medium,45.63010398601464,2.0,4449.010349569528,Full,799826.7127688816
4361.887623534598,6.0,4.7,4.7529598727848015,1979.0,Semi-Detached,Excellent,2.1084729154178756,Low,42.5187006542459,2.0,2289.073142103198,Minor,200535.517196059
2262.903991053322,6.0,1.9,4.317043909069637,1970.0,Townhouse,Poor,2.7410404509324344,,10.845554016031922,0.0,4974.909677638964,Full,1844248.3676917765
1803.9718392534514,5.0,4.8,9.854144170772749,1984.0,Semi-Detached,,1.8089811928029365,Low,15.304184975348011,2.0,4898.981516454184,Full,1881622.3512074288
770.4507971261997,1.0,3.4,6.474553760480064,2001.0,Detached,Good,9.546263080475226,High,25.919240898147994,1.0,1818.3313791204364,None,854884.8494432085
3223.0510220398432,4.0,2.4,9.30132172449889,1967.0,Townhouse,Excellent,,Medium,21.81103496340858,0.0,324.0888725562052,Major,801925.7551692923
3899.171489311596,6.0,4.5,5.044971909564503,2009.0,Townhouse,New,5.2974385191196145,High,38.464485448623286,3.0,2464.4265938004687,Full,331049.7814792141
4854.373381534934,3.0,3.1,8.939576676362035,1977.0,Semi-Detached,Excellent,3.7134086323396565,High,47.56235780564162,1.0,4897.421916035162,Major,1168812.9505694928
3253.812776204516,3.0,4.1,5.162778618311974,2021.0,Townhouse,Good,5.227325489419574,High,31.077703849287268,0.0,1829.1539868752743,None,760523.1768298995
2515.595538773528,,4.3,2.4188803642365277,2007.0,Townhouse,Excellent,3.115848318156377,Low,5.607010150284747,0.0,1757.2279311758355,,1701434.134549297
4708.268322037231,7.0,3.0,6.391630427543854,2014.0,Townhouse,Good,9.564805312792336,High,22.081575169998523,0.0,,Full,
1304.6681978278189,2.0,5.9,8.824723797711094,1954.0,Detached,Good,3.371085203698124,Low,27.358136706353292,0.0,4750.235527461898,Full,334092.2848063545
3687.805044146779,5.0,3.3,1.3083175263752373,2009.0,Detached,Good,9.329025968384283,High,47.75858015681603,1.0,941.4463990158195,Full,507678.82726189727
1972.9459026507334,7.0,5.9,3.5523459830063837,2004.0,Semi-Detached,Poor,5.393201222528827,High,17.255907326442056,0.0,2176.4304002373215,Full,324404.8837350975
4376.664986061014,5.0,2.2,9.516496088560691,2018.0,Townhouse,Excellent,4.934604854996474,Low,33.47704571286674,0.0,1022.3015958742982,Minor,357799.7345076949
3853.6048938251934,1.0,1.8,3.431904833300898,2009.0,Detached,Poor,8.234388775242323,Medium,0.5637868141975866,0.0,,Minor,227125.73176946898
2001.280291022699,3.0,4.2,4.585279195109349,1967.0,Apartment,Fair,5.4515887194297745,Low,21.83498865858201,3.0,2182.4570651454837,None,795566.6736217194
3986.7143836511896,1.0,3.7,3.9507847887049623,1984.0,Semi-Detached,,3.40212196473486,Medium,2.024128534452496,1.0,4029.6340713055683,Full,1251145.3237749988
,1.0,3.7,3.344196207757922,2017.0,Semi-Detached,Excellent,4.9161917226343075,Medium,,3.0,38.74598632522597,Minor,1929891.0774771434
1635.56917614818,1.0,6.0,4.528609854627449,1969.0,Apartment,Excellent,4.956764868535308,Low,23.46455572166747,2.0,2425.2199362131432,Full,906207.0023980212
3072.6267413073224,1.0,1.0,8.665995381786246,,Semi-Detached,New,3.6564817229376505,Medium,29.06732319385502,2.0,2529.611626325189,Minor,1908519.0675748321
2388.3341673638724,4.0,3.3,,2013.0,Apartment,New,4.783542798862763,High,43.83337257531284,2.0,379.9654694948834,Minor,280560.33714378055
4666.437171542605,4.0,2.5,7.3298727243395865,1978.0,Apartment,Poor,2.0810431910519034,High,9.240246289761911,0.0,4891.674394728526,None,410163.51510685525
4875.346576533052,6.0,3.1,3.212951646210657,2013.0,Townhouse,New,9.461426029695138,Low,15.431383386719977,2.0,,Full,863731.3220031478
967.1163039859589,4.0,5.7,2.6287148314952784,1950.0,Semi-Detached,Fair,6.7598437589694775,Low,27.860850630391848,0.0,4533.11282888708,Full,
2969.5038151833137,1.0,5.0,8.263409404698013,2014.0,Apartment,New,2.738700474155983,Medium,10.633198381389237,0.0,1146.5238832125312,Full,132828.1514568719
2888.955184989398,3.0,2.0,2.1504012814186355,1992.0,Townhouse,Fair,8.10474022239227,Medium,,0.0,2623.1339752753215,,212533.60582125033
4409.025999472719,5.0,4.5,7.960757426831334,2021.0,Semi-Detached,Poor,3.3973276115097635,Medium,43.69677794136821,1.0,4001.119802004714,Full,718870.1106680761
